Run_ID,Instellation (W/m^2),Spectral_Type,R_Planet (m),M_Planet (kg),P_Surface (Pa),P_CO2 (Pa),P_H2O (Pa),Albedo,Recirculation_Factor,Rainout,Relative Humidity,August Roche Magnus,Cloud Cover,Cloud Destruction,Moist Convection,Surface_Temp (K),Status
run_183,548.1980074449796,G2,6371000,5.972e+24,101002.00849749954,2.008497499542391,1000,0.05,0.25,True,0.77,True,0.6,True,True,240.926,Success
run_184,878.1783854858232,G2,6371000,5.972e+24,101578.44614041042,578.4461404104167,1000,0.05,0.25,True,0.77,True,0.6,True,True,272.163,Success
run_185,1776.6026037849058,G2,6371000,5.972e+24,226269.35217717744,125269.35217717745,1000,0.05,0.25,True,0.77,True,0.6,True,True,364.056,Success
run_186,806.7620314796847,G2,6371000,5.972e+24,101735.66888369973,735.6688836997416,1000,0.05,0.25,True,0.77,True,0.6,True,True,268.484,Success
run_187,267.41906430143524,G2,6371000,5.972e+24,101189.25968394795,189.25968394795157,1000,0.05,0.25,True,0.77,True,0.6,True,True,212.785,Success
run_188,1565.5595110154864,G2,6371000,5.972e+24,101022.86220090464,22.862200904639955,1000,0.05,0.25,True,0.77,True,0.6,True,True,296.835,Success
run_189,324.2561869887304,G2,6371000,5.972e+24,328556.16984215565,227556.16984215562,1000,0.05,0.25,True,0.77,True,0.6,True,True,242.0,Success
run_190,883.0124247794522,G2,6371000,5.972e+24,101003.3802199867,3.3802199867060594,1000,0.05,0.25,True,0.77,True,0.6,True,True,265.677,Success
run_191,1153.7114210288341,G2,6371000,5.972e+24,101270.3969314311,270.3969314311006,1000,0.05,0.25,True,0.77,True,0.6,True,True,284.597,Success
run_192,412.787019189217,G2,6371000,5.972e+24,101133.24455761812,133.244557618123,1000,0.05,0.25,True,0.77,True,0.6,True,True,233.327,Success
run_193,973.3642754249264,G2,6371000,5.972e+24,101512.88199953272,512.8819995327231,1000,0.05,0.25,True,0.77,True,0.6,True,True,276.952,Success
run_194,672.5625043064457,G2,6371000,5.972e+24,101009.95634205165,9.95634205164501,1000,0.05,0.25,True,0.77,True,0.6,True,True,253.971,Success
run_195,273.7800587593832,G2,6371000,5.972e+24,101048.80413282561,48.804132825604874,1000,0.05,0.25,True,0.77,True,0.6,True,True,211.818,Success
run_196,1002.898770434412,G2,6371000,5.972e+24,101142.3785639569,142.37856395689852,1000,0.05,0.25,True,0.77,True,0.6,True,True,277.069,Success
run_197,447.579527185151,G2,6371000,5.972e+24,101002.46579497248,2.465794972476282,1000,0.05,0.25,True,0.77,True,0.6,True,True,230.865,Success
run_198,1852.8957632774445,G2,6371000,5.972e+24,112855.54130272957,11855.541302729576,1000,0.05,0.25,True,0.77,True,0.6,True,True,361.675,Success
run_199,840.0294805593571,G2,6371000,5.972e+24,101025.16284431836,25.162844318362225,1000,0.05,0.25,True,0.77,True,0.6,True,True,266.206,Success
run_41,1969.7778111745602,G2,6371000,5.972e+24,826840.6462105032,725840.6462105032,1000,0.05,0.25,True,0.77,True,0.6,True,True,399.218,Success
run_58,1728.6779007445161,G2,6371000,5.972e+24,456294.0988464849,355294.0988464849,1000,0.05,0.25,True,0.77,True,0.6,True,True,373.666,Success
run_145,1671.6198261625805,G2,6371000,5.972e+24,291062.17696477147,190062.17696477147,1000,0.05,0.25,True,0.77,True,0.6,True,True,362.257,Success
